condition,time,mean,sd,n,sem,ci
reward,22601,0.3294796370059045,0.3277980214049036,24,0.06691149092799434,0.1311465222188689
reward,22801,0.3430654579931307,0.34486824983271364,24,0.07039593671473489,0.13797603596088037
reward,23001,0.35093225060793753,0.3408669041147907,24,0.06957916544028642,0.13637516426296137
reward,23201,0.3493165974573761,0.3351166621750334,24,0.06840540221945665,0.13407458835013503
reward,23401,0.35620421949675246,0.3373353119763717,24,0.06885828221372382,0.13496223313889869
reward,23601,0.3645666083570779,0.34338136890110266,24,0.07009242841550814,0.13738115969439596
reward,23801,0.36048506648085604,0.34506830973157154,24,0.07043677377058444,0.1380560765903455
reward,24001,0.3625566642303138,0.34868531766053273,24,0.07117509242238076,0.1395031811478663
reward,24201,0.3459125475373472,0.3499831437876752,24,0.07144001007124338,0.14002241973963703
reward,24401,0.3496142731920974,0.3492334312197852,24,0.0712869756341532,0.13972247224294027
reward,24601,0.3456551861286641,0.34388412723385653,24,0.07019505353043975,0.13758230491966192
reward,24801,0.3358166434064209,0.3472574102718969,24,0.07088362204720511,0.138931899212522
reward,25001,0.3362434419314595,0.3506189139222012,24,0.07156978610651749,0.14027678076877426
reward,25201,0.32377187289862774,0.3557179916537781,24,0.0726106309899468,0.14231683674029572
reward,25401,0.32266605699619394,0.3606141392742409,24,0.07361005293790314,0.14427570375829016
reward,25601,0.316502254317245,0.35880102627512644,24,0.07323995279675,0.14355030748163
reward,25801,0.3091494187896188,0.36214471451886016,24,0.07392248030142419,0.1448880613907914
reward,26001,0.31716849521941154,0.36230365630654227,24,0.07395492415797644,0.14495165134963384
reward,26201,0.30173934490107884,0.3630360394311603,24,0.07410442123727139,0.14524466562505192
reward,26401,0.295076364870658,0.3623583648739498,24,0.07396609149753536,0.1449735393351693
reward,26601,0.2857580488013657,0.34462173957522907,24,0.07034561801913494,0.13787741131750447
reward,26801,0.2978515548193901,0.35435515020930636,24,0.07233244214500736,0.14177158660421443
reward,27001,0.30160285805872566,0.3570865451667161,24,0.07288998580597944,0.1428643721797197
reward,27201,0.28702748648624893,0.3500659446938631,24,0.07145691173544343,0.1400555470014691
reward,27401,0.2832258230068486,0.34827222179210104,24,0.0710907695813383,0.13933790837942306
reward,27601,0.281136535327649,0.353706933790792,24,0.07220012552265281,0.14151224602439952
reward,27801,0.2781172146022795,0.35782132761965557,24,0.07303997264611713,0.14315834638638958
reward,28001,0.27424932612433267,0.3612123731376722,24,0.07373216691392484,0.14451504715129268
reward,28201,0.2865636240037694,0.3598585059880375,24,0.07345580993924807,0.1439733874809262
reward,28401,0.28835119607844323,0.34025097650780833,24,0.06945343974398639,0.13612874189821333
reward,28601,0.2691590842121585,0.3428840344180349,24,0.06999091043925756,0.13718218446094482
reward,28801,0.2618183342954938,0.3398990274220297,24,0.06938159843768667,0.13598793293786587
reward,29001,0.2584822496950992,0.3442434614547537,24,0.07026840232113298,0.13772606854942063
reward,29201,0.2687420608472132,0.3473685579753389,24,0.0709063099771647,0.1389763675552428
reward,29401,0.27142719255868647,0.3461132587813355,24,0.07065007310217843,0.13847414328026972
reward,29601,0.25340623757979885,0.34956391612366433,24,0.07135443558266959,0.13985469374203238
reward,29801,0.24511473970455147,0.3559299007695306,24,0.07265388675706665,0.14240161804385063
reward,30001,0.23800690932225735,0.3430842501658847,24,0.07003177930764937,0.13726228744299276
reward,30201,0.23915688924922085,0.3448182800876395,24,0.07038573668323417,0.13795604389913896
reward,30401,0.2549529182513129,0.3586388299509627,24,0.0732068446107203,0.1434854154370118
reward,30601,0.24489383724472738,0.3524746542371158,24,0.07194858751207188,0.1410192315236609
reward,30801,0.2442110612757311,0.3413534281982589,24,0.06967847675295911,0.13656981443579985
reward,31001,0.2410827425065346,0.3349902313729564,24,0.0683795946400517,0.13402400549450133
reward,31201,0.24228060983653876,0.3284093885680392,24,0.06703628572759227,0.13139112002608083
reward,31401,0.24536657938264822,0.3338572570521104,24,0.06814832722523928,0.133570721361469
reward,31601,0.2412225972473407,0.32651431702598976,24,0.06664945586891807,0.13063293350307942
reward,31801,0.23676647730481784,0.32870369749128603,24,0.06709636128498415,0.13150886811856893
reward,32001,0.24555442394121968,0.3276780857083784,24,0.06688700915645834,0.13109853794665835
reward,32201,0.24770163392529818,0.31598782640760165,24,0.06450074496914765,0.1264214601395294
reward,32401,0.23845150354763675,0.3184788629805713,24,0.06500922568034656,0.12741808233347926
reward,32601,0.23027634557791915,0.31685526080236287,24,0.06467780927352305,0.1267685061761052
reward,32801,0.23643890803726933,0.3253166971922351,24,0.06640499274404009,0.13015378577831857
reward,33001,0.2363397089970515,0.325455392060543,24,0.06643330371548149,0.13020927528234372
reward,33201,0.24623152819724434,0.3267004984086488,24,0.06668745998451144,0.1307074215696424
reward,33401,0.24147405737184946,0.3270053087717003,24,0.06674967913932717,0.13082937111308124
reward,33601,0.24447448741561062,0.32946672679608413,24,0.06725211398961298,0.13181414341964143
reward,33801,0.24514710902513598,0.33029692122918203,24,0.0674215767186454,0.132146290368545
reward,34001,0.24784147768418052,0.3323483133774802,24,0.06784031538745226,0.13296701815940642
reward,34201,0.23728695227794167,0.3283444447521155,24,0.06702302912667873,0.1313651370882903
reward,34401,0.24650329326541817,0.3246365609057558,24,0.06626616050592128,0.1298816745916057
reward,34601,0.24997941833239928,0.32785567703764096,24,0.06692325983474466,0.13116958927609954
reward,34801,0.24477765377767363,0.3236922364204099,24,0.06607340107752846,0.12950386611195577
reward,35001,0.24140845801598085,0.32219106034731904,24,0.06576697479476616,0.12890327059774168
reward,35201,0.24168916675618615,0.32236996460014017,24,0.06580349347245164,0.12897484720600522
reward,35401,0.24193602255751498,0.3256810824685353,24,0.06647937257709996,0.1302995702511159
reward,35601,0.23454488342916868,0.32568441006538085,24,0.06648005181996174,0.130300901567125
reward,35801,0.22963040872005352,0.3239918728070076,24,0.06613456409882311,0.1296237456336933
reward,36001,0.22512900413062278,0.3295445861153304,24,0.06726800695660247,0.13184529363494082
reward,36201,0.24023188461114575,0.3446683497947437,24,0.07035513229035244,0.13789605928909077
reward,36401,0.2352745201858793,0.347708193964515,24,0.07097563788314529,0.13911225025096477
reward,36601,0.2327912081695986,0.3388058117104434,24,0.069158446715005,0.1355505555614098
reward,36801,0.2334356399627385,0.3312824874013504,24,0.06762275457110878,0.1325405989593732
reward,37001,0.21590277569063293,0.3340179982745232,24,0.06818113838986783,0.13363503124414094
reward,37201,0.21209158189164842,0.33774519100876116,24,0.06894194842085882,0.1351262189048833
reward,37401,0.20242441808628903,0.3464242136829464,24,0.07071354650567543,0.13859855115112385
reward,37601,0.20724083208007024,0.3468330580395589,24,0.07079700151050185,0.13876212296058363
reward,37801,0.20653512815353384,0.3405001477477811,24,0.06950430161036221,0.13622843115630992
reward,38001,0.19720823255640338,0.3330525407952009,24,0.0679840652071434,0.13324876780600106
reward,38201,0.20557368435019502,0.33850397028446366,24,0.06909683359193129,0.13542979384018533
reward,38401,0.21283727757963003,0.3370325555887109,24,0.06879648232487906,0.13484110535676297
reward,38601,0.2117661069182298,0.33378228250907754,24,0.06813302311072854,0.13354072529702793
reward,38801,0.2145686840572649,0.32700293459103974,24,0.0667491945117292,0.13082842124298924
reward,39001,0.21861424457880216,0.33006977515834995,24,0.06737521072109401,0.13205541301334425
reward,39201,0.2040298177343502,0.33151677205908203,24,0.0676705777266092,0.13263433234415403
reward,39401,0.19885438055000812,0.33244698910439846,24,0.06786045748586458,0.13300649667229458
reward,39601,0.19701127449074055,0.3339196961080262,24,0.06816107254415718,0.13359570218654807
reward,39801,0.19900582297781544,0.3353914497653265,24,0.06846149300144556,0.1341845262828333
